,title,nb_videos,short_desc,url,mean_stars,five_stars,four_stars,three_stars,two_stars,one_star,editor,action,adventure,comedy,drama,fantasy,harem,historical,idols,isekai,magical_girls,mecha,music,mystery,post_apocalyptic,romance,sci_fi,seinen,shojo,shonen,slice_of_life,sports,supernatural,thriller
478,Soul Buster,12,"Les livres d’histoire racontent qu’à l’époque des Trois Royaumes, la Chine était plongée dans des guerres incessantes. De nos jours, un lycéen qui déteste étudier…",https://www.crunchyroll.com/fr/soul-buster,2.5,5,2,6,7,7,Mages Inc,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Sound! Euphonium,27,"Le lycée Kitauji avait un club de musique de haut niveau, mais il est tombé en désuétude quand son responsable est parti. En attendant, avec ses camarades de clas…",https://www.crunchyroll.com/fr/sound-euphonium,4.5,113,29,7,1,3,PONY CANYON INC.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
480,Space Patrol Luluco,13,"Le quartier général de la patrouille spatiale est situé au centre de la galaxie. Notre histoire se déroule autour de la section « Ogikubo », chargée de surveiller…",https://www.crunchyroll.com/fr/space-patrol-luluco,4.5,51,19,4,1,0,Good Smile Co,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
481,Spiritpact,22,"Héritier d’une ancienne et grande famille de conjurateurs, Keika Yô a tout perdu après la mort de ses parents. Pour survivre, il fait de petites prédictions dans …",https://www.crunchyroll.com/fr/spiritpact,4.0,72,18,10,6,19,EMON,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
482,Squishy! Black Clover,8,"Dans un monde régi par la magie, Yuno et Asta ont grandi ensemble avec un seul but en tête : devenir le prochain Empereur-Mage du royaume de Clover. …",https://www.crunchyroll.com/fr/squishy-black-clover,3.5,12,2,2,2,4,TV TOKYO,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,SSSS.DYNAZENON,12,"Le nouvel opus du Gridman Universe, par les studios Trigger et Tsuburaya Productions ! …",https://www.crunchyroll.com/fr/ssssdynazenon,0.0,0,0,0,0,0,PONY CANYON INC.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,Starlight Promises,1,"Le lycéen Shôma Mihara n'a plus de contact avec son meilleur ami Atsushi depuis qu'il a changé d'école, il y a trois ans et demi. Un jour, Atsushi reprend contact…",https://www.crunchyroll.com/fr/starlight-promises,4.0,8,9,2,0,1,Mixi,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485,StarMyu,24,"Le prestigieux lycée Ayanagi forme les futurs artistes du show-business. Après avoir réussi avec succès leur classe de seconde, Yûta Hoshitani et ses camarades do…",https://www.crunchyroll.com/fr/starmyu,4.5,7,2,0,0,1,NBC Universal,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
486,Strange+,24,"Kô est à la recherche de son frère Takumi. Mais à sa surprise, il découvre que celui-ci a ouvert une agence de détectives et qu'il n'a pas l'intention de rentrer …",https://www.crunchyroll.com/fr/strange,3.5,12,7,3,4,5,Seven,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
487,SukaSuka,12,Cinq cents ans se sont écoulés depuis que de mystérieuses « Bêtes » ont exterminé le genre humain et les animaux vivant sur Terre. Les rares survivants se sont in…,https://www.crunchyroll.com/fr/worldend-what-do-you-do-at-the-end-of-the-world-are-you-busy-will-you-save-us,4.5,140,26,7,5,2,Kadokawa Pictures Inc.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
488,SUPER HXEROS,12,"Le mot « héros » s’écrit avec « h » et « éros ». Les Pas-rasites, une espèce invasive, veulent sournoisement éradiquer les humains en restreignant et volant leur …",https://www.crunchyroll.com/fr/super-hxeros,0.0,0,0,0,0,0,Aniplex of America,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
489,Symphogear,65,"Depuis des années, la Terre fait l'objet de multiples attaques extraterrestres contre lesquelles les armes classiques n'ont aucun effet. Quelques jeunes filles so…",https://www.crunchyroll.com/fr/symphogear,4.5,39,4,2,3,0,Mages Inc,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
490,Tabimachi Lateshow,4,"Une série sur le thème des voyages et des adieux. Elle se composera de seulement quatre épisodes intitulés « Recipe » (Recette), « Transistor Smartphone », « Summ…",https://www.crunchyroll.com/fr/tabimachi-lateshow,4.5,8,3,1,0,0,CoMixWave Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
491,Taboo Tattoo,12,"En portant secours à un homme agressé par deux voyous, Seigi reçoit en remerciement une étrange pierre ornée d’un motif qui s’incruste aussitôt dans la paume de s…",https://www.crunchyroll.com/fr/taboo-tattoo,2.0,18,14,26,38,76,TV TOKYO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
492,Taisho Mebiusline Chicchaisan,13,"Début du XXe siècle, à la fin de l’ère Taishô au Japon. Ouvert sur le monde qu’il cherche à conquérir, le pays est dans l’incertitude. Kyoichirô Hiiragi est venu …",https://www.crunchyroll.com/fr/taisho-mebiusline-chicchaisan,2.5,1,3,4,2,8,Studio A-Cat,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,takt op.Destiny,12,La musique est comme une lumière qui illumine le cœur des gens. Elle a pourtant disparu de notre monde. Tout a commencé lorsqu’une météorite noire est tombée sur …,https://www.crunchyroll.com/fr/takt-opdestiny,4.5,75,6,7,1,3,MAPPA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,Tales of Luminaria the Fateful Crossroad,2,"Un jour, Léo, un jeune apprenti chevalier de la Fédération, est envoyé en mission à Lunne, une ville se trouvant près de la frontière et qui appartenait autrefois…",https://www.crunchyroll.com/fr/tales-of-luminaria-the-fateful-crossroad,3.0,1,1,0,1,1,Bandai Namco Entertainment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,Tama et ses amis,26,"La vie quotidienne d'un petit chat nommé Tama et de ses amis chats et chiens. Au fur et à mesure que leur curiosité s'éveille, ils apprennent les valeurs de l'ami…",https://www.crunchyroll.com/fr/tama-of-the-3rd-district-have-you-seen-my-tama,5.0,1,0,0,0,0,Sony Creative Products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,Tantei Team KZ Jiken Note,16,"Aya Tachibana est une jeune fille qui adore résoudre des mystères. Lors des cours du soir, elle fait la connaissance de quatre garçons qui lui proposent de rejoin…",https://www.crunchyroll.com/fr/tantei-team-kz-jiken-note,3.5,2,4,6,0,0,Kodansha Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,Tawawa on Monday,24,"Chaque lundi, un employé de bureau et une lycéenne se retrouvent dans le même train. L'homme devient une sorte de garde du corps de la jeune fille et tous deux ba…",https://www.crunchyroll.com/fr/tawawa-on-monday,4.5,10,2,1,1,0,NBC Universal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
498,Tenchi Muyo! Ryo-Ohki,10,Tenchi Masaki était un jeune homme ordinaire lorsqu'il a vu débarquer dans sa vie tranquille la démoniaque Ryoko et plusieurs jolies filles extraterrestes. Nous l…,https://www.crunchyroll.com/fr/tenchi-muyo-ryo-ohki,3.5,8,4,4,0,3,"Happinet Co., Ltd.",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
499,Tenshi no 3P,12,Kyô Mekui a dû arrêter le lycée à cause d’un traumastisme qu’il a subi. Il passe tout son temps à créer de la musique en secret grâce à un logiciel de synthèse vo…,https://www.crunchyroll.com/fr/angels-3piece,3.5,10,7,7,2,3,Showgate,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
500,TERRAFORMARS,39,"Vu que la Terre est devenue surpeuplée, un projet ambitieux a été élaboré pour rendre habitable la planète Mars. Une espèce de cafard pouvant résister à cette atm…",https://www.crunchyroll.com/fr/terraformars,3.5,116,42,35,32,74,Warner Japan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
501,That is the Bottleneck,12,"Hot Hot Mart est une épicerie de quartier gérée par des particuliers qui vendent des déjeuners faits main. Parmi ses employés, l'un d'entre eux est particulier : …",https://www.crunchyroll.com/fr/that-is-the-bottleneck,4.5,7,4,0,0,1,My Theater DD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,The 8th son? Are you kidding me?,12,"Shingo Ichinomiya, un homme de 25 ans salarié dans une grande entreprise, s'endort en pensant à la grosse journée de travail qui l'attend le lendemain. Mais lorsq…",https://www.crunchyroll.com/fr/the-8th-son-are-you-kidding-me,3.0,112,58,72,98,114,Gree,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,The Ancient Magus Bride,28,"Chise Hatori a 15 ans. Elle n’a ni famille, ni talent particulier, ni aucun espoir dans la vie. Un jour, elle est vendue à un sorcier, un non-humain dont l’existe…",https://www.crunchyroll.com/fr/the-ancient-magus-bride,5.0,695,59,22,14,7,Production I.G,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
504,The aquatope on white sand,24,"Kukuru Misakino, 18 ans, travaille dans un petit aquarium. Un jour, elle fait la connaissance d’une ancienne idole, Fûka Miyazawa. La jeune fille a abandonné son …",https://www.crunchyroll.com/fr/the-aquatope-on-white-sand,5.0,31,2,0,0,0,DMM Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505,The Case Files of Jeweler Richard,12,"Une nuit, un étudiant possédant un certain sens de la justice, Seigi Nakata, vient en aide à un bel étranger, Richard, harcelé par des ivrognes. Lorsque Seigi déc…",https://www.crunchyroll.com/fr/the-case-files-of-jeweler-richard,4.5,43,8,2,1,0,Avex,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
506,The Day I Became a God,24,Le jour où elle devint Dieu débuta le compte à rebours avant la fin du monde. Narukami Yôta coulait tranquillement ses dernières vacances d'été avant l'examen d'e…,https://www.crunchyroll.com/fr/the-day-i-became-a-god,5.0,1,0,0,0,0,Aniplex of America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
507,The Detective Is Already Dead,12,"""Deviens mon assistant"". À 10 000 mètres d'altitude, Kimizuka Kimihiko, un collégien, qui a le don de toujours se retrouver au mauvais endroit, rencontre Siesta, …",https://www.crunchyroll.com/fr/the-detective-is-already-dead,0.0,0,0,0,0,0,Kadokawa Pictures Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
508,The Duke of Death and His Maid,12,"Vouloir se toucher sans le pouvoir... Découvrez l'histoire d'amour la plus cruelle au monde. Un jeune duc a été maudit dans son enfance par une sorcière. Depuis, …",https://www.crunchyroll.com/fr/the-duke-of-death-and-his-maid,4.5,2,1,1,0,0,NBC Universal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
509,The Dungeon of Black Company,36,"Ninomiya Kinji, déterminé à ne pas travailler, a fait en sorte d’amasser une fortune grâce à des investissements, devenant ainsi le roi des chômeurs. Alors qu’il …",https://www.crunchyroll.com/fr/the-dungeon-of-black-company,0.0,0,0,0,0,0,Kadokawa Pictures Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
510,The Faraway Paladin,28,"Dans une cité en ruine, loin de la civilisation humaine, vit le seul enfant humain : Will. Il a été élevé par trois morts-vivants : Blood, le guerrier squelette h…",https://www.crunchyroll.com/fr/the-faraway-paladin,4.5,41,4,3,4,4,Bilibili Inc,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",12,"Le lycéen Seiichi Hiiragi est malmené par ses camarades de classe qui le considèrent comme un loser. Un jour, toute son école est soudainement transportée dans un…",https://www.crunchyroll.com/fr/the-fruit-of-evolution-before-i-knew-it-my-life-had-it-made,3.0,48,16,10,12,38,Bilibili Inc,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,The God of High School,14,"Un lycéen et ses amis participent à un tournoi épique, empruntant leurs pouvoirs directement aux dieux. Si le gagnant verra tous ses vœux se réaliser, les partici…",https://www.crunchyroll.com/fr/the-god-of-high-school,4.0,476,85,86,67,44,WEBTOON,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,The Great Jahy Will Not Be Defeated!,20,"Autrefois respectée en tant que deuxième plus grande autorité du royaume des démons, Jahy, assistante du roi des ténèbres, inspirait la crainte à ses sujets. Mais…",https://www.crunchyroll.com/fr/the-great-jahy-will-not-be-defeated,4.5,23,3,2,1,1,ABC Asahi,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,The Hidden Dungeon Only I Can Enter,24,"Une légende raconte qu'il existe un donjon caché renfermant des trésors et des objets rares. Troisième fils d'une famille noble ayant été ruinée, Noir a aussi per…",https://www.crunchyroll.com/fr/the-hidden-dungeon-only-i-can-enter,3.5,158,38,20,29,56,DMM Corporation,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,The Honor at Magic High School,13,"Au début du 21e siècle, la magie jusque-là présente uniquement dans les contes de fées devient reconnue comme technologie systématisée. Elle a entièrement changé …",https://www.crunchyroll.com/fr/the-honor-at-magic-high-school,0.0,0,0,0,0,0,Aniplex of America,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,The House Spirit Tatami-chan,12,"Elle est mignonne, mais un peu folle ! Suivez les aventures de Tatami, une petite fille qui affronte les fantômes, les esprits et même certains humains ! Car Tata…",https://www.crunchyroll.com/fr/the-house-spirit-tatami-chan,2.5,1,3,0,3,3,Avex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
517,THE IDOLM@STER CINDERELLA GIRLS,25,"La célèbre agence 346 Production gère la carrière de nombreuses idoles. L'entreprise entame à présent un nouveau programme, le projet Cinderella. Nous suivons la …",https://www.crunchyroll.com/fr/the-idolmster-cinderella-girls,4.5,4,1,1,0,0,Anime Consortium Japan Inc.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
518,THE IDOLM@STER CINDERELLA GIRLS Gekijô,92,Un regard amusant sur la vie quotidienne des nombreuses stars d’IDOLM@STER. …,https://www.crunchyroll.com/fr/the-idolmster-cinderella-girls-theater,4.0,5,0,1,0,2,Anime Consortium Japan Inc.,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
519,THE IDOLM@STER Side M,14,Une vingtaine de jeunes artistes ont rejoint la fameuse agence 315 Production afin de devenir de futures idoles. …,https://www.crunchyroll.com/fr/the-idolmster-side-m,5.0,3,1,0,0,0,Anime Consortium Japan Inc.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
520,THE IDOLM@STER SideM Wakeatte Mini!,12,Enjoy ! Une plongée dans le quotidien mignon et trépidant des 46 garçons et filles qui travaillent comme idoles pour la célèbre agence 315 Production. …,https://www.crunchyroll.com/fr/the-idolmster-sidem-wakeatte-mini,3.5,2,0,0,0,1,Bandai Namco Entertainment,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
521,The Irregular at Magic High School,1,La magie est devenue une technologie courante tout comme les pouvoirs qu'elle procure. Tatsuya et Miyuki sont deux frère et sœur bien différents. L'aîné n'est pas…,https://www.crunchyroll.com/fr/the-irregular-at-magic-high-school,4.0,308,70,52,40,27,Aniplex of America,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
522,The Irresponsible Galaxy Tylor,12,"Tylor est un jeune homme vivant une existence banale sur une planète lointaine. Accompagné de Yamamoto, son compagnon robot, il gagne sa vie en revendant les déch…",https://www.crunchyroll.com/fr/the-irresponsible-galaxy-tylor,1.5,0,1,2,1,14,Dream Creation,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
523,The Master of Ragnarok & Blesser of Einherjar,12,"Yûto Suô a fait un pari stupide avec son ami d'enfance : en faisant un selfie devant un miroir sacré du sanctuaire local, il s'est retrouvé projeté dans un monde …",https://www.crunchyroll.com/fr/the-master-of-ragnarok-blesser-of-einherjar,2.5,36,26,34,44,106,Sotsu,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,The Millionaire Detective - Balance: UNLIMITED,22,"Lorsque qu’une personne du Département de la Police métropolitaine de Tokyo pose problème, elle est transférée dans le « Nouveau Quartier Général Anti-Criminalité…",https://www.crunchyroll.com/fr/the-millionaire-detective-balance-unlimited,0.0,0,0,0,0,0,Aniplex of America,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,The Morose Mononokean,26,"Le travail d'exorciste consiste à renvoyer dans son monde un esprit qui s'est égaré dans le nôtre. Afin de rembourser une énorme dette, Hanae Ashiya assiste le ma…",https://www.crunchyroll.com/fr/the-morose-mononokean,4.5,43,18,6,2,0,Yomiuri Telecasting Corporation (YTV),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
526,The Night Beyond the Tricornered Window,12,"Kôsuke Mikado a toujours eu la faculté de voir des esprits. Il a passé sa vie à chercher à l’ignorer, d’autant que ses visions sont généralement effrayantes. Un j…",https://www.crunchyroll.com/fr/the-night-beyond-the-tricornered-window,4.5,18,6,1,0,2,Yomiuri Telecasting Corporation (YTV),0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
527,The Perfect Insider,11,Shiki Magata est une femme à l’intelligence si développée qu’elle vit cachée dans un centre de recherches placé sous haute protection et situé sur une île. Malgré…,https://www.crunchyroll.com/fr/the-perfect-insider,4.0,34,22,12,7,8,Fuji Creative Corporation,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
528,The Price of Smiles,12,"Sur une lointaine planète se trouve le Royaume du Sourire. La princesse Yûki, 12 ans, entre dans l'adolescence. Chaque jour apporte son lot de larmes, d'éclats de…",https://www.crunchyroll.com/fr/the-price-of-smiles,3.0,17,10,11,11,12,ntv,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
529,THE PROMISED NEVERLAND,22,Celle qu’ils aiment comme leur mère n’est pas leur vraie maman. Les enfants qui vivent tous ensemble dans ce lieu ne sont pas vraiment frères et sœurs. Gracefield…,https://www.crunchyroll.com/fr/the-promised-neverland,5.0,711,32,13,6,9,Aniplex of America,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
530,The Quintessential Quintuplets,48,"Fûtarô Uesugi est un lycéen issu d'une famille modeste. Un jour, il reçoit une alléchante proposition pour un poste fort bien rémunéré en tant que professeur part…",https://www.crunchyroll.com/fr/the-quintessential-quintuplets,4.5,320,54,17,9,7,TBS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
531,The Reflection,12,"Après un événement appelé la Réflexion, de nombreux humains autour du monde ont obtenu soudainement de puissants pouvoirs. Certains les ont utilisés pour aider l'…",https://www.crunchyroll.com/fr/the-reflection,3.5,13,11,4,9,6,Studio Deen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,The Rising of the Shield Hero,75,Naofumi est projeté dans un monde proche en tout lieu d’un jeu de rôle d’heroic fantasy. Mais alors que d’autres héros ont été dotés d’armes offensives redoutable…,https://www.crunchyroll.com/fr/the-rising-of-the-shield-hero,4.5,1636,116,55,36,43,Kadokawa Pictures Inc.,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
533,The Royal Tutor,13,Le titre de précepteur royal est donné au meilleur enseignant du royaume de Granzreich. Heine Wittgenstein vient tout juste d’obtenir cette distinction et le roi …,https://www.crunchyroll.com/fr/the-royal-tutor,4.5,56,16,7,1,0,TV TOKYO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
534,The Saint's Magic Power is Omnipotent,12,"Sei est une jeune employée de bureau un peu accro à son travail. Un soir, en rentrant chez elle après avoir terminé ses heures supplémentaires, une étrange lumièr…",https://www.crunchyroll.com/fr/the-saints-magic-power-is-omnipotent,5.0,7,0,1,0,0,Kadokawa Pictures Inc.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,The Silver Guardian,18,"Suigin est un joueur professionnel de jeux vidéo, mais il garde son activité secrète. Seule une élève de sa classe, Lei, est au courant. Un jour, Lei remet à Suig…",https://www.crunchyroll.com/fr/the-silver-guardian,3.0,36,8,10,21,33,EMON,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
536,The Slime Diaries,25,"Même dans un autre monde, on ne met pas sa vie en jeu à longueur de temps. Il y a beaucoup de travail à faire, qu'il s'agisse de nourrir les siens ou d’élaborer l…",https://www.crunchyroll.com/fr/the-slime-diaries,4.5,35,1,4,3,0,Kodansha Ltd.,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
537,The Sprites of Floria,1,"Voilà dix ans que l’armée vivolienne a attaqué Floria, pour dérober le pouvoir des fées. Himawari et Tsubaki n’ont eu d’autre choix que de fuir ce massacre pour c…",https://www.crunchyroll.com/fr/the-sprites-of-floria,2.5,2,0,2,0,3,Mixi,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,The Strongest Sage With the Weakest Crest,15,"Sa force étant limitée par le symbole magique avec lequel il est né, Mathias, le sage le plus puissant du monde, décide que la réincarnation est nécessaire pour d…",https://www.crunchyroll.com/fr/the-strongest-sage-with-the-weakest-crest,3.0,13,7,4,9,12,NBC Universal,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,The World Ends With You The Animation,48,Deux adolescents sont embarqués dans un death game insensé ! Ils doivent mener à bien leurs missions ou ils disparaitront dans sept jours. Suivez-les dans leur vo…,https://www.crunchyroll.com/fr/the-world-ends-with-you-the-animation,0.0,0,0,0,0,0,Dentsu Tec,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,25,Le plus grand tueur au monde s’est réincarné en fils aîné d’une famille d’assassins aristocrates. Mais la déesse qui lui a accordé ce statut lui demande un servic…,https://www.crunchyroll.com/fr/the-worlds-finest-assassin-gets-reincarnated-in-another-world-as-an-aristocrat,4.5,90,9,5,9,8,Kadokawa Pictures Inc.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Theatre of Darkness: Yamishibai,139,"Cette série d'horreur est basée sur le folklore, les mythes japonais et les légendes urbaines. Elle est mise en scène à la manière du kamishibai, une façon dont l…",https://www.crunchyroll.com/fr/theatre-of-darkness-yamishibai,4.5,64,33,5,5,3,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
542,Those Snow White Notes,12,"Matsugorô Sawamura était un joueur de shamisen au talent légendaire. À sa mort, son petit-fils, Setsu Sawamura, a perdu sa capacité à jouer. Ne parvenant pas à r…",https://www.crunchyroll.com/fr/those-snow-white-notes,5.0,48,5,2,0,1,DMM Corporation,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,Thunderbolt Fantasy,40,Thunderbolt Fantasy est un projet mené par Gen Urobuchi qui fait appel à l'art taiwanais des spectacles de marionnettes. Animation manuelle de marionnettes et eff…,https://www.crunchyroll.com/fr/thunderbolt-fantasy,4.5,83,13,1,0,3,Good Smile Co,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,TO BE HERO,12,"Il est beau, divorcé et vit avec sa fille adolescente. Notre « héros » est cependant un mauvais père qui travaille comme concepteur… de lunettes pour WC ! Un jour…",https://www.crunchyroll.com/fr/to-be-hero,4.5,26,11,2,0,1,EMON,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545,To Be Heroine,8,"Futaba est une lycéenne épanouie et, dans son entourage, tout le monde pense qu'il ne lui manque pas grand-chose pour devenir adulte. Mais au fond d'elle-même, el…",https://www.crunchyroll.com/fr/to-be-heroine,4.5,47,7,2,1,7,EMON,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
546,To the Abandoned Sacred Beasts,12,"Alors que la guerre civile entre le Nord et le Sud faisait rage depuis des années, la force militaire du Nord utilisa la magie pour créer une Unité de soldats sur…",https://www.crunchyroll.com/fr/to-the-abandoned-sacred-beasts,3.5,17,23,15,6,8,NBC Universal,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
547,To Your Eternity,40,"Un garçon solitaire errant dans les régions arctiques de l'Amérique du Nord rencontre un loup. Tous deux deviennent rapidement amis, dépendant l'un de l'autre pou…",https://www.crunchyroll.com/fr/to-your-eternity,4.5,176,10,4,0,8,NHKEnterprise,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
548,Toilet-bound Hanako-kun,12,"Une rumeur étrange circule dans toutes les écoles du Japon. Dans le vieux bâtiment, une certaine dame prénommée Hanako se trouverait dans la 3e cabine des toilett…",https://www.crunchyroll.com/fr/toilet-bound-hanako-kun,4.5,1,1,0,0,0,TBS,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
549,Tokyo 24th Ward,9,"Trois amis d'enfance ont grandi sur une île artificielle : le 24e arrondissement. Après qu'un incident a bouleversé leur quotidien, les trois jeunes reçoivent l'a…",https://www.crunchyroll.com/fr/tokyo-24th-ward,5.0,5,0,0,0,0,Aniplex of America,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,Tokyo Revengers,48,Takemichi Hanagaki n'a pas vraiment réussi sa vie. Il fait des petits boulots sans intérêt et lorsqu'il apprend que la seule petite amie qu'il ait jamais eue au c…,https://www.crunchyroll.com/fr/tokyo-revengers,4.5,414,47,15,11,21,PONY CANYON INC.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Tonari no Seki-kun,21,"Rumi Yokoi est une élève sérieuse. Mais à sa gauche est assis Toshinari Seki, un dilettante génial qui ne ménage jamais ses efforts pour tuer le temps. …",https://www.crunchyroll.com/fr/tonari-no-seki-kun-the-master-of-killing-time,4.5,119,27,8,0,1,TV TOKYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
